latitude,longitude,target_no,target_name,type,subtype,dimensions_ft,top_of_target_depth_ft,water_depth_ft,material,Type (New),Class (New),Subclass (New),target_description,css_surveyed,css_survey_date,css_dimensions,css_water_depth_ft,css_historically_explored,css_description,css_url,dcs_target_no,dcs_scuba_footage,dcs_scuba_date,dcs_dimensions,dcs_notes,dcs_history_url,dcs_video_url,luvm_url,sc_newly_uncovered_target,sc_newly_uncovered_wreck,sc_rov_dive_date,sc_top_of_target_ft,sc_water_depth_ft,sc_video_url,sc_current_footage_status,sc_initial_footage_status,sc_howto_access
47.6399514,-122.3402139,LU031,Metal Boat,Shipwreck,Corroded Metal Boat,Unknown,#N/A,40,Metal,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,NA,40,Yes,Metal Hull,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU31,30,yes,NA,NA,Corroded Metal Hull,http://www.dcsfilms.com/Site_4/Wrecks_of_Lake_Union.html,https://vimeo.com/23784461?fl=pl&fe=sh,NA,no,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Western Yacht Harbor ?
47.6392968,-122.3390021,LU032,Wood Barge,Barge,Barge,60' x 20',#N/A,40,Wood,Vessel,Barge Wreck,Wood,"Shipwreck City Data
This target has been classified as a wooden barge, resting in 40 feet of water. Shipwreck City's own measurements put the vessel at roughly 60 feet by 20 feet. The hull structure remains largely intact, with visible deck beams, joints, and at least one upright post or piling rising from the frame, possibly a bit or mooring point. Sponge-like yellow biofouling colonizes much of the exposed wood, and patches of aquatic weeds have taken hold across sections of the deck and beams. A length of rope or cable is visible coiled and wrapped around parts of the structure. 
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU32: an initial entry from January 28, 2020 recorded as an unknown barge, and a follow up from August 22, 2021 noting the barge's well preserved structure in more recent imagery, with a recorded dimension of 45 feet by 16 feet, smaller than the figure from Shipwreck City's own survey. It has also been referenced as ""Barge #3"" in DCS Films' Lake Union wreck survey, though without additional written detail.",Yes,NA,45' x 16',40,Yes,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU32,3,yes,NA,70' x 30',"""Old Barge', Length 70', Width 3', Height 4'",http://www.dcsfilms.com/Site_4/Lake_Union_Survey.html,https://vimeo.com/23801433?fl=pl&fe=sh,http://www.lakeunionhistory.org/Old_Barge.html,no,no,"27Mar2026, 7Mar2026",,,NA,Updated Footage,Historical Footage,Julie's Landing (Boat World)
47.6384812,-122.3377314,LU033,Collapsed Wooden Boat,Shipwreck,"45' wooden boat. Possible Name Lettering ""Crooery Ark""",45' x 16',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City Data
This target has been classified as a 45 foot wooden boat, resting in 40 feet of water, with a dimension of 45 feet by 16 feet. Possible name lettering reading ""Crooery Ark"" is visible on the hull, though the wording is not fully legible. The wreckage is broken apart, with sonar imagery showing a scattered debris field alongside the more intact sections of hull. ROV footage shows structural timbers crossing over one another at the site, along with what appears to be a mast step or deck fitting encrusted with growth, sitting between crossed planks. Additional metal hardware, including a small cylindrical fitting with visible threading, was also observed among the wreckage.
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU33: an initial entry from January 28, 2020 describing it as an unknown boat, mostly reduced to debris, with possible name lettering reading ""Crooery Ark,"" and a follow up entry from August 22, 2021 describing it simply as an old wreck with an interesting sonar return.
Additional Context
This target has not been historically identified. The partial name lettering, if confirmed, could offer a path to identifying the vessel through historical vessel registries or newspaper archives, though ""Crooery Ark"" does not correspond to any known wreck or vessel name found so far.",Yes,NA,TBD,40,Yes,"45' wooden boat. Possible Name Lettering ""Crooery Ark""",https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU33,NA,NA,NA,NA,NA,NA,,NA,no,no,"27Mar2026, 5May2026",,,NA,Updated Footage,Historical Footage,Julie's Landing (Boat World)
47.6352269,-122.3389165,LU034,Personal Liveaboad,Shipwreck,Personal Liveaboard,Unknown,#N/A,30,Mixed (Metal and Wood),Debris,Man Made,Mixed Materials,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - Under Dock Near Shore,30,Yes,Personal Liveaboard,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU34,4,yes,NA,NA,personal liveboard,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=JSx0ne8tbc2w-iZ7,NA,no,no,NA,,,NA,Historical Footage,Historical Footage,Boat House Deli Piers ?
47.6351842,-122.3394291,LU035,Jeanette,Shipwreck,Fishing Vessel,40 x 10,#N/A,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU35,21,yes,NA,40 x 10,"Fishing vessel, Length 40ft, Beam 10ft",http://www.dcsfilms.com/Site_4/Jeanette_Lake_Union.html,https://youtu.be/BVn-kgVOBWA?si=_BVW739VVn3UTB4F,http://www.lakeunionhistory.org/Jeanette.html,no,no,NA,,,NA,Historical Footage,Historical Footage,Boat House Deli Piers ?
47.6353207,-122.3349149,LU036,Debris Field,Unknown,Multiple Floating Objects,N/A,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as multiple floating objects, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows a scattered debris field across silty lakebed, including a coiled ring of rope or hose, a hook or branch-shaped metal fragment, and several smaller unidentified pieces. Visibility was very poor throughout, with most frames obscured by suspended sediment.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU36, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Multiple Floating Objects,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU36,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6345818,-122.3339668,LU037,Debris Field,Unknown,Unknown Debris Item - Possible small boat.,Unknown,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown debris item, possibly a small boat, resting in 40 feet of water, with dimensions still to be determined given its location tucked under a dock near shore. Dive footage shows a single vertical line or cable rising from the lakebed, with small unidentified fragments scattered nearby. Visibility was poor throughout, with little structure clearly resolved in any frame, and nothing in the footage confirms this is in fact a vessel.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU37, though no additional narrative accompanies the entry.",Yes,NA,TBD - Under Dock Near Shore,40,No,Unknown Debris Item - Possible small boat.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU37,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6345066,-122.3391884,LU038,USS Lapeer (PC 1138),Shipwreck,Patrol Craft,TBD - Under Dock Near Shore,#N/A,40,Unknown,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,9' x 6',40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU38,22,yes,NA,NA,Coast Guard Navy Vesel ,http://www.dcsfilms.com/Site_4/PC_1138_Lake_Union.html,https://youtu.be/0Ma9MnDrftc?si=ykr9AvZM2U31ktJO,http://www.lakeunionhistory.org/Lapeer.html,no,no,NA,,,NA,Historical Footage,Historical Footage,The Lake Union Building Piers ?
47.6345476,-122.3385052,LU039,Debris,Unknown,Unknown Debris Item,9' x 6',#N/A,40,Unknown,Undetermined,Unknown,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Unknown Debris Item,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU39,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,The Lake Union Building Piers ?
47.6341326,-122.3390325,LU040,Sternwheeler,Shipwreck,Big Wooden (sternwheeler),TBD,#N/A,30,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - Under Dock - Near Shore,30,Yes,Big Wooden (sternwheeler),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU40,23,NA,yes,NA,NA,http://www.dcsfilms.com/Site_4/Long_wooden_Hull_Lake_Union.html,https://youtu.be/BbD_aqyLsvg?si=YTlziJQwVeUjIrJU,http://www.lakeunionhistory.org/Sternwheeler.html,no,no,NA,,,NA,No Footage,No Footage,The Lake Union Building Piers ?
47.6339031,-122.3394264,LU041,Sea Bee,Shipwreck,Sailboat,TBD - Under Dock - Near Shore,#N/A,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,90' x 18',,Yes,Sea Bee,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU41,24,yes,NA,NA,personal sailboat,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=JSx0ne8tbc2w-iZ7,NA,no,no,NA,,,NA,Historical Footage,Historical Footage,The Lake Union Building Piers ?
47.6320387,-122.3350086,LU042,JE Boyden,Shipwreck,Shipwreck,90' x 18',#N/A,40,Unknown,Vessel,Shipwreck,Wood,"Type: Vessel | Class: Shipwreck | Subclass: Wood
Shipwreck City Data
This target has been classified as a shipwreck, resting in 40 feet of water, with dimensions still to be determined. Shipwreck City has now dived and photographed the site. Dive footage shows a wooden hull with a pointed bow and copper-toned sheathing at the stem, an intact deck with square hatch openings, and a distinctive H-shaped timber bitt, two upright posts joined by a crossbar, matching historical accounts of the vessel's towing gear. 
This target has been historically explored and logged by Coastal Sensing & Survey under LU42. DCS Films documents it by name, recording it at 85 feet long with a 19 foot beam. The Lake Union Virtual Museum also documents the wreck, noting that a diver was able to clear sediment and reveal painted name lettering on the hull, and identifying the timber H-bitt seen in Shipwreck City's photos as the fitting historically used to haul large sailing vessels through Puget Sound.
Additional Context
The J.E. Boyden was built in 1888 and abandoned in 1935, with a depth of hold of 10 feet. She operated during a period when sail and engine power coexisted in Puget Sound, working as a tug to help large sailing ships navigate variable winds and tight waterways, sometimes towing more than one vessel at a time, archival photos even show a group of Makah whalers hitching a ride alongside a larger ship under tow.",Yes,NA,TBD,40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU42,19,yes,NA,85 x 19,"Built in 1888, Length 85 feet, Beam 19 feet, Depth of hold 10 feet, Abandoned 1935",http://www.dcsfilms.com/Site_4/JE_Boyden.html,"https://www.youtube.com/watch?v=-XQFBZqIbKc, https://www.youtube.com/watch?v=whyU9-AT9yM&t=176s",http://www.lakeunionhistory.org/Boyden.html,no,no,3June2026,,,NA,Updated Footage,Historical Footage,Boat
47.6330541,-122.3339975,LU043,Log and Standing Wood,Debris,Multiple Standing Objects - Posts?,TBD,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as multiple standing objects, possibly posts, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows several upright wooden posts, one with a splintered, broken top, along with a folding anchor, its hooked flukes wrapped in rope or chain, resting against one of the posts. Loose metal fragments and other debris are scattered across the surrounding lakebed. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU43, though no additional narrative accompanies the entry.",Yes,NA,Unknown,40,No,Multiple Standing Objects - Posts?,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU43,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6298058,-122.3366552,LU044,Long Log,Debris,Clean cut long log,Unknown,#N/A,40,Wood,Debris,Man Made,Wood,"Type: Debris | Class: Man Made | Subclass: Wood
Shipwreck City Data
This target has been classified as a clean cut long log, resting in 40 feet of water, with dimensions still to be determined given the broken apart state of the material. Dive footage shows log sections with clean, sawn ends.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU44, though no additional narrative accompanies the entry.",Yes,NA,TBD - Broken apart,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU44,NA,NA,NA,NA,NA,NA,,NA,no,no,5May2026,,,NA,First Footage,No Footage,Boat
47.6292802,-122.3373286,LU045,Collapsed Wooden Boat,Shipwreck,Wooden Shipwreck,TBD - Broken apart,#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City Data
This target has been classified as a wooden shipwreck, recently explored by the Shipwreck City team in May 2026. The hull is broken apart, with exact dimensions still to be determined given the collapsed state of the structure. ROV footage shows scattered structural timbers, including planking crossed in an X-pattern near the wreck site, and a length of corroded metal rod or hardware — possibly a stanchion or deck fitting — still upright among the wood. A separate section of curved hull or framing sits partially buried in silt, with a small metal or ceramic fitting nearby. Visibility at the site was poor, consistent with typical Lake Union conditions, and no fish or significant marine growth are clearly visible in the frames captured.
Prior Research and Theories
This target has been linked to a prior Coastal Sensing & Survey record logged as an ""Unknown Sailboat,"" surveyed by diver Ben Griner on January 28, 2020.
Additional Context
This target has not been historically identified. Its broken-apart, unidentified state is consistent with many of the smaller work boats and derelict craft that make up much of Lake Union's wreck population.",No,NA,NA,40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU45,NA,NA,NA,NA,NA,NA,,NA,no,no,5May2026,,,NA,First Footage,No Footage,Boat
47.6277745,-122.3382654,LU046,Bicycle and Scooter (Previous Buick Site),Shipwreck,Buick,NA,#N/A,NA,Unknown,Debris,Man Made,"Civilian , Mixed Materials , Metal","Type: Debris | Class: Man Made | Subclass: Metal, Mixed Materials
Shipwreck City Data
This target formerly contained a Buick automobile, which has since been removed from the site. Shipwreck City has now dived and photographed the location, finding no trace of the vehicle. In its place, dive footage shows a bicycle frame with intact wheels and handlebars, along with what appears to be a Lime rental scooter, partially buried in silt nearby. Scattered wood debris and a round metal fitting are also visible at the site. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU46, though no additional narrative accompanies the entry. No DCS Films or Lake Union Virtual Museum records exist for this target.",Yes,NA,TBD,NA,Yes,Buick,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU46,NA,NA,NA,NA,NA,NA,,NA,no,no,5May2026,,,NA,No Footage,No Footage,MOHAI Park
47.6289373,-122.3333583,LU047,Possible Shipwreck,Shipwreck,Unknown,TBD,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as a possible branch with float, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows a single vertical line or cable rising from the lakebed, heavily encrusted with growth, along with a torn sheet of light-colored fabric or tarp material nearby, which was recovered to the surface for closer inspection. A tire is also visible on the lakebed a short distance away. 
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU48, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU47,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Hampton Yacht Group Piers ?
47.6303026,-122.3339497,LU048,Barrel and Floating Rope,Unknown,Branch? with float,TBD,#N/A,40,Unknown,Debris,N/A,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Branch? with float,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU48,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6302222,-122.3316907,LU049,Possible Shipwreck,Unknown,Unknown debris - likely wreck,TBD,#N/A,NA,Unknown,Debris,N/A,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,NA,No,Unknown debris - likely wreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU49,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Moss Bay Piers ?
47.6311304,-122.330876,LU050,Possible Shipwreck,Unknown,Unknown,TBD,#N/A,40,Unknown,Undetermined,N/A,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU50,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Fairview Marina
47.6311535,-122.3307273,LU051,Possible Shipwreck,Unknown,Unknown,TBD,#N/A,40,Unknown,Undetermined,N/A,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,5' x 4',40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU51,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Fairview Marina
47.6306745,-122.3330504,LU052,Small Metal Chest,Unknown,Unknown Square Debris Item,5' x 4',#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown square debris item, resting in 40 feet of water, with a recorded dimension of 5 feet by 4 feet. Dive footage shows a rectangular metal box-like object, heavily rusted with visible openings on its sides, resting near a length of wooden beam or timber with bolt heads embedded in its surface. Smaller debris, including what may be a boot or shoe, litters the surrounding lakebed. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU52, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Unknown Square Debris Item,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU52,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6310024,-122.3334431,LU053,Pilings,Unknown,Vertical Object (Piling?),TBD,#N/A,40,Unknown,Debris,Man Made,Wood,"Type: Debris | Class: Man Made | Subclass: Wood
Shipwreck City Data
This target has been classified as a vertical object, possibly a piling, resting in 40 feet of water, with a recorded dimension of 24 feet by 4 feet. Dive footage shows several upright wooden posts or pilings rising from the lakebed, with heavily eroded, honeycombed tops on some, riddled with small holes consistent with marine borer damage or long-term decay. A thin metal rod stands upright alongside one of the posts. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU53, though no additional narrative accompanies the entry.",Yes,NA,24' x 4',40,No,Vertical Object (Piling?),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU53,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6324042,-122.331852,LU054,Debris Field,Unknown,Unknown Debris Item - Highly Reflective,24' x 4',#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown debris item, noted for a highly reflective sonar return, resting in 40 feet of water, with dimensions still to be determined given its location buried in mud. Dive footage shows a set of parallel wooden rails or timbers running along the lakebed, partially buried in silt, alongside a cylindrical piling and two shorter upright wood posts nearby. Small fish are visible moving through the frame. Visibility was poor throughout, consistent with heavy sediment in the water column.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU54, though no additional narrative accompanies the entry.",Yes,NA,TBD - In Mud,40,No,Unknown Debris Item - Highly Reflective,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU54,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6327928,-122.3300995,LU055,Shipwreck,Barge,Barge,TBD - In Mud,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,70' x 40',40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU55,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6330204,-122.3302463,LU056,Shipwreck,Barge,Barge,70' x 40',#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU56,7?,yes,NA,90 x 30,"Legnth 90', Width 30', Height 4' and 3'",http://www.dcsfilms.com/Site_4/Lake_Union_barges.html,,NA,no,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
47.633092,-122.3302082,LU057,Shipwreck(s) Debris Field,Unknown,Multiple Debris Objects Likely Broken Barge & Small Boat with General Debris,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - In Mud,40,No,Multiple Debris Objects Likely Broken Barge & Small Boat with General Debris,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU57,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6330807,-122.3300736,LU058,Barge,Unknown,Barge or Dock,TBD - In Mud,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Barge or Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU58,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6333148,-122.3302221,LU059,Shipwreck,Shipwreck,Shipwreck,TBD,#N/A,40,Unknown,Vessel,Shipwreck,N/A,"Unknown (LU059)
Type: Vessell | Class: N/A | Subclass: N/A

Shipwreck City Data
This target has been classified as a shipwreck, resting in 40 feet of water, with dimensions still to be determined. It was originally identified through Coastal Sensing & Survey's side-scan sonar work rather than direct observation, and Shipwreck City has not yet dived or photographed the site to confirm what the sonar return represents.

Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU59, though no additional narrative accompanies the entry. No DCS Films or Lake Union Virtual Museum records exist for this target.",Yes,NA,NA,40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU59,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.633318,-122.3306252,LU060,"Cables, Tires, Drums",Debris,Cable Bundles Entangled Tires & Drums,NA,#N/A,40,Mixed (Debris),Debris,Man Made,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Cable Bundles Entangled Tires & Drums,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU60,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6327249,-122.3298278,LU061,Debris,Shipwreck,Unknown,TBD,#N/A,NA,Unknown,Debris,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,NA,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU61,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6325647,-122.3293027,LU062,Gypsy Queen (YMS105),Shipwreck,Yard Class Minesweeper,TBD,#N/A,40,Metal,Vessel,Shipwreck,Metal,"Shipwreck City Data
 This target has not yet been explored by the Shipwreck City team, though it has been surveyed and dived by other researchers. The following is compiled from those prior third-party surveys and public records, not our own ROV/dive data.
Target LU62 is logged as the wreck of the Gypsy Queen, per Coastal Sensing & Survey's target log. LU62 is the Wreck of the Gypsy Queen, catalogued alongside neighboring targets in the same survey pass: LU63, a double-ender sailboat, LU64, a wooden pleasure craft, and LU65, a cannery tender. She rests in about 40 feet of water at the south end of Lake Union, sitting upright, as it would have been in her mooring. Original specifications: length of 136 feet, beam 25 feet 7.5 inches, draft 8 feet 6 inches, and it displaced 245 tons. The hull remains coated in algae and mud, but divers have found rooms and corridors, even a mess, still walkable inside the submerged structure.
(Once Shipwreck City conducts its own pass: exact GPS position, current sonar return dimensions, marine growth/biofouling levels, any visible armament mounts or hardware, debris in the surrounding area, and a confirmed current depth — sources conflict between 25 ft and 40 ft.)
Prior Research and Theories
The wreck was first identified and logged in a Coastal Sensing & Survey field entry dated January 28, 2020, covering a five-target cluster (LU62–LU66) in the same area. Earlier still, diver Dan Warter's underwater video, loaded in January 2011, and a companion piece by Chris Borgen documented the wreck in clear conditions, building on the visual record established by the Lake Union Virtual Museum and the DCS Films archive. UW oceanography students later produced a sub-inch-resolution sonar scan of the wreck as part of a seafloor-mapping course. It's not known exactly when the Queen sank in Lake Union, though written accounts place her final owners' plans, and the boat's disappearance, in the years just after 1968.
Additional Context
The YMS-105 was laid down May 13, 1941 by Frank L. Sample Jr. Inc. at Boothbay Harbor, Maine, launched March 10, 1942, and completed that July. She carried one 3-inch .50 caliber anti-aircraft gun, four .50 caliber machine guns, two 20mm guns, and two depth charge projectors, stocking eight 300-pound depth charges, and could reach 15 knots on twin 880-BHP diesel engines. From 1942–1944 she served with the Eastern Sea Frontier, a coastal command patrolling from Canada to Jacksonville under Vice-Admiral Adolphus Andrews, before later duty in the Pacific. She was decommissioned April 17, 1946, and passed through roughly 13 owners — briefly known as the Emerson — before Thomas Stanley ""Stan"" Hill and his wife Alice bought her in 1958 and renamed her Gypsy Queen. Hill's plan was ambitious: use the Queen as a floating fish-processing plant, pair it with a trawler he named the Gypsy Trader, and tow the whole operation to Alaska with a tug called the Gypsy Too. The plan unraveled in stages — the Gypsy Too burned in 1965, and the Gypsy Trader sank in April 1968 — before the Gypsy Queen herself eventually went down in Lake Union, still fitted with the refrigeration equipment and generators Hill had installed for that final voyage.",No,NA,TBD,40,Yes,Gypsy Queen (YMS105),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU62,26,yes,NA,NA,NA,http://www.dcsfilms.com/Site_4/YMS_105.html,"https://youtu.be/i42ZglIl_LU?si=zPqSMah3WNudZxu2, https://youtu.be/ujMC8WAhbIg?si=DvhDF2FLjSPu3Rox",http://www.lakeunionhistory.org/Gypsy_Queen.html,no,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
47.6322,-122.328933,LU063,Wooden Sloop,Shipwreck,Small wooden sloop,NA,n/a,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,NA,NA,NA,NA,NA,NA,NA,27,yes,NA,NA,personal sailboat,http://www.dcsfilms.com/Site_4/Lake_Union_sloop.html,https://youtu.be/0sxbKmgkCqQ?si=hgwgDBTah-tQjFsL,NA,no,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
47.6326797,-122.3288222,LU064,Wooden Pleasure Craft ( ___ANN),Shipwreck,Wooden Pleasure Craft,TBD,#N/A,40,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,40,Yes,Wooden Pleasure Craft,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU64,28,yes,NA,NA,pleasure craft ___ANN,http://www.dcsfilms.com/Site_4/Lake_Union_sloop.html,https://youtu.be/0sxbKmgkCqQ?si=FF8wBUAq9N8_ahtg,NA,no,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
